Subject	Group	Block	ColorTMS[Block]	Confidence.RESP[Block]	correctResponseButton	correctRT[Block]	GrayTMS[Block]	leftStimulus[Block]	Number[Block]	NumberResponse[Block]	PracticeList	PracticeList.Cycle	PracticeList.Sample	Reaction.RT[Block]	Response.RESP[Block]	ResponseAccuracy[Block]	responseHand	rightStimulus[Block]	Running[Block]	StimulusColor[Block]	TMS	Trial	Hemisphere	Procedure[Trial]	Running[Trial]	SubTrial	CenterColorList	CenterColorList.Cycle	CenterColorList.Sample	LeftColorList	LeftColorList.Cycle	LeftColorList.Sample	Procedure[SubTrial]	RightColorList	RightColorList.Cycle	RightColorList.Sample	Running[SubTrial]	StimulusColor[SubTrial]	VariOhje	VariOhje2	LogLevel5	CenterTrialList	CenterTrialList.Cycle	CenterTrialList.Sample	ColorTMS[LogLevel5]	Confidence.RESP[LogLevel5]	correctRT[LogLevel5]	GrayTMS[LogLevel5]	leftStimulus[LogLevel5]	LeftTrialList	LeftTrialList.Cycle	LeftTrialList.Sample	Number[LogLevel5]	NumberResponse[LogLevel5]	Procedure[LogLevel5]	Reaction.RT[LogLevel5]	Response.RESP[LogLevel5]	ResponseAccuracy[LogLevel5]	rightStimulus[LogLevel5]	RightTrialList	RightTrialList.Cycle	RightTrialList.Sample	Running[LogLevel5]
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	1				2	1	1	LeftColorProc				LeftColorList	Blue	SINISEN	sini	39				1	4	310	0	1	3	1	39	2	1	LeftTrialProc	293	1	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	1				2	1	1	LeftColorProc				LeftColorList	Blue	SINISEN	sini	40				0	4	305	1	1	1	1	40	1	1	LeftTrialProc	288	1	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	1				2	1	1	LeftColorProc				LeftColorList	Blue	SINISEN	sini	41				1	4	339	0	1	3	1	41	2	1	LeftTrialProc	322	1	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	1				2	1	1	LeftColorProc				LeftColorList	Blue	SINISEN	sini	42				1	4	0	0	0	2	1	42	1	0	LeftTrialProc	0	3	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	1				2	1	1	LeftColorProc				LeftColorList	Blue	SINISEN	sini	43				1	4	373	0	1	3	1	43	2	1	LeftTrialProc	356	1	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	1				2	1	1	LeftColorProc				LeftColorList	Blue	SINISEN	sini	44				0	4	296	1	1	1	1	44	1	1	LeftTrialProc	279	1	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	1				2	1	1	LeftColorProc				LeftColorList	Blue	SINISEN	sini	45				0	4	0	1	0	4	1	45	0	0	LeftTrialProc	0	3	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	1				2	1	1	LeftColorProc				LeftColorList	Blue	SINISEN	sini	46				0	4	335	1	1	1	1	46	1	1	LeftTrialProc	319	1	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	1				2	1	1	LeftColorProc				LeftColorList	Blue	SINISEN	sini	47				1	4	299	0	1	3	1	47	2	1	LeftTrialProc	282	1	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	1				2	1	1	LeftColorProc				LeftColorList	Blue	SINISEN	sini	48				1	4	296	0	1	3	1	48	2	1	LeftTrialProc	280	1	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	1				2	1	1	LeftColorProc				LeftColorList	Blue	SINISEN	sini	49				1	4	405	0	1	3	1	49	2	1	LeftTrialProc	388	1	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	1				2	1	1	LeftColorProc				LeftColorList	Blue	SINISEN	sini	50				0	4	313	1	1	1	1	50	1	1	LeftTrialProc	297	1	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	1				2	1	1	LeftColorProc				LeftColorList	Blue	SINISEN	sini	51				1	4	344	0	0	2	1	51	1	1	LeftTrialProc	327	1	1	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	1				2	1	1	LeftColorProc				LeftColorList	Blue	SINISEN	sini	52				1	3	0	0	0	2	1	52	1	0	LeftTrialProc	0	3	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	1				2	1	1	LeftColorProc				LeftColorList	Blue	SINISEN	sini	53				0	3	0	1	0	4	1	53	0	0	LeftTrialProc	0	3	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	1				2	1	1	LeftColorProc				LeftColorList	Blue	SINISEN	sini	54				1	4	334	0	1	3	1	54	2	1	LeftTrialProc	317	1	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	1				2	1	1	LeftColorProc				LeftColorList	Blue	SINISEN	sini	55				0	4	307	1	0	4	1	55	0	0	LeftTrialProc	290	3	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	1				2	1	1	LeftColorProc				LeftColorList	Blue	SINISEN	sini	56				0	4	0	1	0	4	1	56	0	0	LeftTrialProc	0	3	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	1				2	1	1	LeftColorProc				LeftColorList	Blue	SINISEN	sini	57				0	4	457	1	1	1	1	57	1	1	LeftTrialProc	440	1	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	1				2	1	1	LeftColorProc				LeftColorList	Blue	SINISEN	sini	58				0	4	301	1	1	1	1	58	1	1	LeftTrialProc	284	1	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	1				2	1	1	LeftColorProc				LeftColorList	Blue	SINISEN	sini	59				1	2	0	0	0	2	1	59	1	1	LeftTrialProc	0	1	1	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	1				2	1	1	LeftColorProc				LeftColorList	Blue	SINISEN	sini	60				1	4	439	0	1	3	1	60	2	1	LeftTrialProc	422	1	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	1				0	4	296	1	1	1	2	61	1	1	LeftTrialProc	279	1	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	2				1	4	291	0	0	2	2	62	1	1	LeftTrialProc	274	1	1	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	3				1	4	249	0	1	3	2	63	2	1	LeftTrialProc	232	1	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	4				0	3	1049	1	0	4	2	64	0	0	LeftTrialProc	1032	3	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	5				1	4	0	0	0	2	2	65	1	0	LeftTrialProc	0	3	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	6				1	4	363	0	1	3	2	66	2	1	LeftTrialProc	346	1	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	7				0	4	308	1	1	1	2	67	1	1	LeftTrialProc	291	1	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	8				1	4	322	0	1	3	2	68	2	1	LeftTrialProc	305	1	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	9				0	3	0	1	0	4	2	69	0	0	LeftTrialProc	0	3	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	10				0	4	351	1	1	1	2	70	1	1	LeftTrialProc	334	1	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	11				1	4	318	0	1	3	2	71	2	1	LeftTrialProc	300	1	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	12				1	4	288	0	1	3	2	72	2	1	LeftTrialProc	271	1	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	13				0	4	258	1	1	1	2	73	1	1	LeftTrialProc	241	1	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	14				1	4	267	0	1	3	2	74	2	1	LeftTrialProc	250	1	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	15				0	4	242	1	1	1	2	75	1	1	LeftTrialProc	225	1	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	16				0	4	243	1	1	1	2	76	1	1	LeftTrialProc	227	1	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	17				1	4	241	0	0	2	2	77	1	0	LeftTrialProc	224	3	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	18				0	4	357	1	1	1	2	78	1	1	LeftTrialProc	340	1	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	19				1	3	0	0	0	2	2	79	1	0	LeftTrialProc	0	3	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	20				1	4	347	0	1	3	2	80	2	1	LeftTrialProc	330	1	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	21				1	4	527	0	1	3	2	81	2	1	LeftTrialProc	511	1	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	22				1	4	279	0	1	3	2	82	2	1	LeftTrialProc	262	1	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	23				1	4	267	0	1	3	2	83	2	1	LeftTrialProc	250	1	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	24				0	4	0	1	0	4	2	84	0	0	LeftTrialProc	0	3	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	25				1	2	1115	0	0	2	2	85	1	1	LeftTrialProc	1098	1	1	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	26				1	4	298	0	1	3	2	86	2	1	LeftTrialProc	281	1	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	27				0	4	0	1	0	4	2	87	0	0	LeftTrialProc	0	3	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	28				0	4	268	1	1	1	2	88	1	1	LeftTrialProc	251	1	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	29				0	4	258	1	1	1	2	89	1	1	LeftTrialProc	242	1	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	30				1	4	0	0	0	2	2	90	1	0	LeftTrialProc	0	3	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	31				1	2	313	0	1	3	2	91	2	1	LeftTrialProc	296	1	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	32				0	4	321	1	1	1	2	92	1	1	LeftTrialProc	304	1	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	33				1	4	297	0	1	3	2	93	2	1	LeftTrialProc	280	1	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	34				0	4	301	1	1	1	2	94	1	1	LeftTrialProc	284	1	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	35				1	4	289	0	1	3	2	95	2	1	LeftTrialProc	273	1	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	36				0	4	0	1	0	4	2	96	0	0	LeftTrialProc	0	3	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	37				1	4	0	0	0	2	2	97	1	0	LeftTrialProc	0	3	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	38				0	4	318	1	1	1	2	98	1	1	LeftTrialProc	301	1	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	39				0	4	279	1	1	1	2	99	1	1	LeftTrialProc	262	1	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	40				0	4	288	1	1	1	2	100	1	1	LeftTrialProc	271	1	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	41				0	4	269	1	1	1	2	101	1	1	LeftTrialProc	253	1	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	42				0	4	254	1	1	1	2	102	1	1	LeftTrialProc	237	1	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	43				1	4	0	0	0	2	2	103	1	0	LeftTrialProc	0	3	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	44				1	4	306	0	1	3	2	104	2	1	LeftTrialProc	289	1	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	45				1	4	288	0	1	3	2	105	2	1	LeftTrialProc	271	1	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	46				0	4	0	1	0	4	2	106	0	0	LeftTrialProc	0	3	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	47				0	4	351	1	0	4	2	107	0	0	LeftTrialProc	335	3	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	48				0	4	0	1	0	4	2	108	0	0	LeftTrialProc	0	3	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	49				0	4	323	1	1	1	2	109	1	1	LeftTrialProc	306	1	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	50				1	4	313	0	1	3	2	110	2	1	LeftTrialProc	297	1	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	51				1	4	314	0	1	3	2	111	2	1	LeftTrialProc	297	1	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	52				1	4	293	0	1	3	2	112	2	1	LeftTrialProc	276	1	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	53				1	4	0	0	0	2	2	113	1	0	LeftTrialProc	0	3	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	54				0	4	0	1	1	1	2	114	1	0	LeftTrialProc	0	3	0	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	55				0	4	0	1	0	4	2	115	0	0	LeftTrialProc	0	3	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	56				1	4	0	0	0	2	2	116	1	0	LeftTrialProc	0	3	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	57				0	4	0	1	1	1	2	117	1	1	LeftTrialProc	0	1	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	58				0	4	289	1	1	1	2	118	1	1	LeftTrialProc	273	1	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	59				1	4	254	0	1	3	2	119	2	1	LeftTrialProc	237	1	0	1				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	2	Left	LeftHemiProc	HemiList	2				1	1	2	LeftColorProc				LeftColorList	Red	PUNAISEN	punai	60				0	4	0	1	0	4	2	120	0	0	LeftTrialProc	0	3	1	0				LeftTrialList
4	1	41			5												VASENTA		ResponseHandList		1	3	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	1	3	1	1	0	4	521	0	1				2	2	CenterTrialProc	504	2	1	1				CenterTrialList
4	1	41			5												VASENTA		ResponseHandList		1	3	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	2	4	1	2	0	3	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
4	1	41			5												VASENTA		ResponseHandList		1	3	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	3	2	1	3	0	4	421	0	0				1	1	CenterTrialProc	404	1	1	1				CenterTrialList
4	1	41			5												VASENTA		ResponseHandList		1	3	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	4	2	1	4	0	3	662	0	0				1	1	CenterTrialProc	646	1	1	1				CenterTrialList
4	1	41			5												VASENTA		ResponseHandList		1	3	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	5	1	1	5	0	4	411	0	1				1	1	CenterTrialProc	395	1	1	0				CenterTrialList
4	1	41			5												VASENTA		ResponseHandList		1	3	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	6	3	1	6	0	4	375	0	1				2	2	CenterTrialProc	358	2	1	1				CenterTrialList
4	1	41			5												VASENTA		ResponseHandList		1	3	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	7	1	1	7	0	3	367	0	1				1	1	CenterTrialProc	350	1	1	0				CenterTrialList
4	1	41			5												VASENTA		ResponseHandList		1	3	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	8	3	1	8	0	4	284	0	1				2	2	CenterTrialProc	267	2	1	1				CenterTrialList
4	1	41			5												VASENTA		ResponseHandList		1	3	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	9	1	1	9	0	4	307	0	1				1	1	CenterTrialProc	290	1	1	0				CenterTrialList
4	1	41			5												VASENTA		ResponseHandList		1	3	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	10	3	1	10	0	4	317	0	1				2	2	CenterTrialProc	300	2	1	1				CenterTrialList
4	1	41			5												VASENTA		ResponseHandList		1	3	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	11	4	1	11	0	3	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
4	1	41			5												VASENTA		ResponseHandList		1	3	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	12	3	1	12	0	3	341	0	1				2	2	CenterTrialProc	325	2	1	1				CenterTrialList
4	1	41			5												VASENTA		ResponseHandList		1	3	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	13	4	1	13	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
4	1	41			5												VASENTA		ResponseHandList		1	3	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	14	3	1	14	0	4	276	0	1				2	2	CenterTrialProc	259	2	1	1				CenterTrialList
4	1	41			5												VASENTA		ResponseHandList		1	3	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	15	1	1	15	0	4	420	0	1				1	1	CenterTrialProc	403	1	1	0				CenterTrialList
4	1	41			5												VASENTA		ResponseHandList		1	3	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	16	3	1	16	0	3	385	0	1				2	2	CenterTrialProc	368	2	1	1				CenterTrialList
4	1	41			5												VASENTA		ResponseHandList		1	3	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	17	4	1	17	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
4	1	41			5												VASENTA		ResponseHandList		1	3	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	18	4	1	18	0	2	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
4	1	41			5												VASENTA		ResponseHandList		1	3	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	19	2	1	19	0	4	363	0	0				1	1	CenterTrialProc	346	1	1	1				CenterTrialList
4	1	41			5												VASENTA		ResponseHandList		1	3	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	20	2	1	20	0	4	353	0	0				1	1	CenterTrialProc	336	1	1	1				CenterTrialList
4	1	41			5												VASENTA		ResponseHandList		1	3	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	21	4	1	21	0	4	0	0	0				0	0	CenterTrialProc	0	3	1	0				CenterTrialList
4	1	41			5												VASENTA		ResponseHandList		1	3	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	22	3	1	22	0	4	429	0	1				2	1	CenterTrialProc	413	1	0	1				CenterTrialList
4	1	41			5												VASENTA		ResponseHandList		1	3	Center	CenterProc	HemiList	1	2	1	1				CenterColorProc				CenterColorList	Blue	SINISEN	sini	23	1	1	23	0	4	329	0	1				1	1	CenterTrialProc	313	1	1	0				CenterTrialList
